Num_threads, size, secs, AVG_already_solved, SD_already_solved, AVG_iterations, SD_iterations, thread_assigment_method
 12,      10000, 12.16208,   5520298.5000,    199739.5417,  65831392.8333,   1595958.4513, 2
 12,      10000, 11.90198,   5251833.6667,    722999.2771,  63974190.6667,   3006568.7831, 2
 12,      10000, 11.34588,   5515956.3333,    722305.0731,  62653347.2500,   2918537.0271, 2
 12,      10000, 13.02347,   6244599.4167,    362209.2518,  70637056.2500,   2744822.1790, 2
 13,      10000, 11.37629,   4863067.6923,    347404.4046,  57660054.3846,   2883737.1831, 2
 13,      10000, 11.96326,   5184456.3077,    346073.4466,  59967510.0000,   2632905.1172, 2
 13,      10000, 11.10467,   4795595.9231,    217319.5842,  56655898.5385,   1882310.9777, 2
 13,      10000, 11.37731,   5108257.3846,    441589.1293,  57923381.5385,   2834195.2339, 2
 13,      10000, 12.01301,   5518317.3077,    468972.8579,  60927690.1538,   1925524.8615, 2
 14,      10000, 11.29430,   4664389.5000,    252699.1123,  53273204.4286,   1288768.4480, 2
 14,      10000, 11.73225,   5230815.0714,    316299.3221,  55580198.2143,   4294399.1371, 2
 14,      10000, 11.32287,   4735667.2143,    225565.0463,  53309949.3571,   1929970.8696, 2
 14,      10000, 11.08252,   4706766.5000,    245503.0555,  52393387.0714,   2127294.2419, 2
 14,      10000, 11.31961,   4611143.6429,    225589.3612,  53195283.2857,   1382542.6488, 2
 15,      10000, 12.16401,   5239238.3333,    370173.5167,  53678286.0667,   1345005.3595, 2
 15,      10000, 11.87864,   5080975.0667,    232581.0268,  52473729.4667,   1449222.6663, 2
 15,      10000, 12.01887,   5205111.9333,    480384.0784,  53173982.2667,   1086047.1714, 2
 15,      10000, 11.63730,   4715747.8000,    252026.9084,  51100737.0000,   1725234.5387, 2
 15,      10000, 12.54555,   5105183.6000,    263909.9514,  54749242.5333,   2268140.1776, 2
 16,      10000, 11.55035,   4743400.8125,    528848.5847,  48210055.8125,    666242.5253, 2
 16,      10000, 11.34416,   4648667.6875,    394314.0527,  47448005.1875,   1008918.4637, 2
 16,      10000, 11.62183,   4818978.6875,    549379.9293,  48318576.9375,   1226532.4430, 2
 16,      10000, 11.46377,   4700133.1875,    367511.6996,  47856527.7500,    793486.7534, 2
 16,      10000, 11.73389,   4513667.3750,    230681.0893,  48443525.7500,   1151169.4336, 2
  1,      11000, 14.35658,         0.0000,         0.0000, 224284864.0000,         0.0000, 2
  1,      11000, 14.41105,         0.0000,         0.0000, 224319247.0000,         0.0000, 2
  1,      11000, 14.40803,         0.0000,         0.0000, 224424667.0000,         0.0000, 2
  1,      11000, 14.33435,         0.0000,         0.0000, 224412394.0000,         0.0000, 2
  1,      11000, 14.38229,         0.0000,         0.0000, 224396619.0000,         0.0000, 2
  2,      11000,  8.54314,   3838400.5000,   1050774.1119, 131176640.5000,   5373245.7404, 2
  2,      11000, 10.52971,   9157566.0000,   1940163.8289, 157796785.0000,   1987303.8095, 2
  2,      11000, 10.26676,   5482909.5000,    664753.2063, 142782242.0000,   1513835.0083, 2
  2,      11000, 11.00317,  10256606.0000,   1642613.2953, 163788233.5000,    344027.9551, 2
  2,      11000, 12.01932,  12765992.0000,   2295930.4637, 177480212.5000,   1727072.2506, 2
  3,      11000,  9.92853,  12186711.0000,    354928.8359, 139322794.0000,   2645892.2688, 2
  3,      11000, 10.32858,  12844903.3333,   1770319.5911, 144078611.0000,   2367938.3594, 2
  3,      11000,  9.53260,  11079606.0000,   2858409.7022, 134523344.3333,   4025507.1221, 2
  3,      11000,  9.79906,  11879844.6667,   1768882.2595, 137623723.0000,   1329529.7530, 2
  3,      11000, 10.39659,  12605181.6667,   1481176.8383, 144632722.0000,   1238698.9834, 2
  4,      11000,  9.61355,  22964662.2500,  16957985.5187, 121746265.0000,  19153634.4389, 2
  4,      11000,  9.38461,  22665878.7500,  18047740.7734, 119483495.7500,  18388700.3753, 2
  4,      11000,  9.84010,  25027783.7500,  19107932.4668, 124971314.7500,  19163587.4745, 2
  4,      11000,  9.60815,  14134741.0000,   1414404.3749, 127860441.0000,   2737428.8512, 2
  4,      11000, 10.43637,  28192323.5000,  21654111.2219, 132620243.2500,  20111295.7368, 2
  5,      11000,  8.89340,  21109291.4000,   9011261.5753, 110705347.8000,   9222635.9771, 2
  5,      11000,  8.51857,  21290672.8000,  11797301.6783, 107647473.6000,  11233744.5644, 2
  5,      11000, 10.03870,  22984373.4000,   4787608.1480, 115719815.4000,   7635080.5674, 2
  5,      11000, 10.57031,  26706730.8000,   8242500.6897, 126077385.0000,   9299814.9598, 2
  5,      11000,  9.21978,  21897041.6000,  10280318.5150, 112910340.2000,   8493313.2406, 2
  6,      11000,  9.14546,  26840979.3333,   9582439.7794, 107237113.8333,   8439802.4807, 2
  6,      11000,  9.69657,  28683262.1667,   7159644.6936, 112651924.6667,   7232553.8880, 2
  6,      11000,  9.30314,  28664523.1667,   7495767.1558, 109398110.0000,   6705188.7524, 2
  6,      11000,  9.33924,  28537048.6667,   7308726.5914, 109701602.5000,   8600931.0401, 2
  6,      11000,  9.21696,  29017593.1667,   8858566.6083, 109149925.3333,   7775681.6654, 2
  7,      11000, 10.38488,  29364170.0000,   7170294.4483, 111429857.2857,   9734732.2205, 2
  7,      11000, 10.15724,  28497729.8571,   4774509.7424, 108873482.4286,   6695426.6608, 2
  7,      11000, 11.16289,  23442601.1429,   8136954.2332, 112373551.1429,  17378726.7829, 2
  7,      11000, 10.91629,  27702085.4286,   8884673.0361, 113977421.0000,  12214916.9388, 2
  7,      11000, 10.85819,  29038384.7143,  12329200.6153, 114915784.8571,  19036639.2003, 2
  8,      11000, 14.63527,   8495913.1250,    683147.2152, 117501543.5000,   1412708.9606, 2
  8,      11000, 15.07060,   8966374.3750,    491723.3098, 120942519.8750,   1323378.6648, 2
  8,      11000, 14.59382,   8833110.2500,    830544.3767, 118118685.2500,   1205498.8681, 2
  8,      11000, 14.12842,   8443672.8750,    633671.9341, 114629083.8750,    960056.5857, 2
  8,      11000, 14.40330,   9187478.3750,   1044404.7373, 117958745.5000,   2403729.4658, 2
  9,      11000, 14.71275,   7914315.0000,    697938.4931, 104725055.5556,   6688855.1304, 2
  9,      11000, 14.51088,   8168606.2222,    495788.8009, 104618136.5556,   2702142.3556, 2
  9,      11000, 14.95252,   8281647.5556,    373145.1334, 106562059.1111,   4614714.6771, 2
  9,      11000, 14.61917,   8576118.6667,    745153.1295, 105908932.7778,   4289354.8112, 2
  9,      11000, 14.23540,   8238792.0000,    775973.8684, 102936637.1111,   5169077.7071, 2
 10,      11000, 13.38568,   6772374.1000,    393240.5021,  87791592.1000,   2029410.4019, 2
 10,      11000, 14.42486,   8031115.0000,    639563.0346,  94553846.0000,   4056433.3339, 2
 10,      11000, 13.91073,   7474230.6000,    337258.6755,  91435040.2000,    862911.8754, 2
 10,      11000, 13.71000,   7489790.9000,    744244.5081,  90468100.1000,   3940320.7086, 2
 10,      11000, 15.37171,   8486461.3000,    492095.4535,  99968234.5000,   3016387.1697, 2
 11,      11000, 15.64431,   8272735.9091,    675382.0667,  92934064.0000,   3039162.2207, 2
 11,      11000, 16.25646,   8582507.9091,    604138.9737,  95191837.8182,   4382027.2994, 2
 11,      11000, 15.79703,   8538174.7273,   1569651.4966,  93104511.0909,   3806418.3467, 2
 11,      11000, 17.38273,   9201766.6364,    750184.6297, 101132765.0000,   3046899.2989, 2
 11,      11000, 17.78235,   9283247.8182,   1218339.2773, 102923784.2727,   3592782.6346, 2
 12,      11000, 14.20291,   6691357.1667,    530698.5328,  77597035.3333,   3015870.4295, 2
 12,      11000, 15.60660,   7779818.5833,    651917.2135,  85231613.3333,   3386839.3529, 2
 12,      11000, 14.65800,   6727215.0833,   1014409.1161,  78927280.7500,   3045801.4377, 2
 12,      11000, 13.62035,   6454028.6667,    674884.1551,  74967242.3333,   3733527.6416, 2
 12,      11000, 13.72507,   6386120.1667,    404605.1132,  75232624.0833,   1454653.7253, 2
 13,      11000, 13.72908,   6016864.9231,    309445.1413,  69479311.0000,   2597912.1634, 2
 13,      11000, 13.56182,   6148235.4615,    274965.9136,  69097976.9231,   2023348.8313, 2
 13,      11000, 13.87250,   6346678.8462,    543011.7378,  70580093.2308,   3541603.9339, 2
 13,      11000, 14.68234,   6428463.4615,    332555.4364,  73948642.0769,   2274836.3858, 2
 13,      11000, 13.46495,   5925719.0769,    431045.8531,  68555621.3077,   2075498.8757, 2
 14,      11000, 14.45110,   6103651.5000,    275059.5061,  67688273.4286,   2176806.9273, 2
 14,      11000, 14.33229,   6040598.0714,    372734.2312,  67015533.4286,   1550061.9081, 2
 14,      11000, 14.09593,   6071247.9286,    346714.1339,  66528997.0714,   1691562.5986, 2
 14,      11000, 13.78723,   5983782.7857,    647378.1609,  65347176.0714,   3320918.2112, 2
 14,      11000, 13.67398,   5774616.0000,    387942.3130,  64682521.2857,   2413877.6558, 2
 15,      11000, 14.32062,   5924025.1333,    352897.5274,  62824556.6000,   2135228.6249, 2
 15,      11000, 13.61687,   5798077.4667,    455135.8209,  60586465.6667,   1843470.8087, 2
 15,      11000, 15.57499,   6715372.0000,    347686.3211,  68297069.4667,   2363113.4959, 2
 15,      11000, 13.91853,   5906768.2000,    483384.1696,  61643130.3333,   1496927.5226, 2
 15,      11000, 13.76472,   5865054.2667,    476308.2594,  61214269.6000,   2203210.5536, 2
 16,      11000, 14.64319,   6031232.4375,    405981.0962,  60722137.7500,    811834.2437, 2
 16,      11000, 14.01711,   5483802.4375,    370976.7387,  58225424.0000,    852821.6591, 2
 16,      11000, 14.28240,   5702458.1250,    322956.9853,  59104819.5000,    836527.0989, 2
 16,      11000, 16.17786,   6298636.7500,    423616.1388,  65550110.9375,   1008250.3258, 2
 16,      11000, 14.54942,   5948847.1875,    582161.7107,  60490639.1875,   1787783.5316, 2
  1,      12000, 17.15201,         0.0000,         0.0000, 267756731.0000,         0.0000, 2
  1,      12000, 17.17816,         0.0000,         0.0000, 267815786.0000,         0.0000, 2
  1,      12000, 17.06584,         0.0000,         0.0000, 267282054.0000,         0.0000, 2
  1,      12000, 17.12528,         0.0000,         0.0000, 267510420.0000,         0.0000, 2
  1,      12000, 17.16259,         0.0000,         0.0000, 267490619.0000,         0.0000, 2
  2,      12000, 17.98945,  25539814.5000,   2614076.8964, 261429739.0000,     36779.4521, 2
  2,      12000, 17.94507,  24871295.0000,   3661070.8154, 261537933.0000,    143671.3700, 2
  2,      12000, 18.03640,  24494419.0000,   3388274.6761, 261993841.0000,     98173.2913, 2
  2,      12000, 18.07355,  25448529.0000,   2789574.4355, 261737840.0000,     87163.6387, 2
  2,      12000, 18.11076,  26167930.5000,   1121664.3951, 261860576.0000,     57559.9062, 2
  3,      12000, 13.22184,  17282645.3333,   3633490.9983, 184023080.3333,   5902864.3207, 2
  3,      12000, 13.98526,  41538203.0000,  36987543.0509, 176682838.6667,  29908154.4178, 2
  3,      12000, 13.37701,  17604572.3333,   3300266.7333, 185033574.0000,   5954839.8812, 2
  3,      12000, 15.10201,  41931098.6667,  34316457.1159, 189976969.6667,  34245251.2459, 2
  3,      12000, 15.83052,  53307450.0000,  43958819.7856, 202865256.6667,  32838890.2821, 2
  4,      12000, 20.23907,  40287475.7500,   7516935.0720, 248714146.7500,   8450179.8893, 2
  4,      12000, 11.60216,  33751656.5000,  29941562.1790, 150099996.0000,  21517989.2551, 2
  4,      12000, 11.61317,  16840877.2500,   5963670.3582, 153790653.7500,   9036804.3988, 2
  4,      12000, 15.74799,  43326339.2500,  25950599.1145, 196097852.7500,  29130061.1143, 2
  4,      12000, 20.49928,  11919924.5000,   1041586.5093, 191409769.2500,   1470608.3012, 2
  5,      12000, 11.35853,  28266693.6000,   9709951.6326, 141052232.0000,  10676610.5494, 2
  5,      12000, 12.22514,  28605793.4000,   7377175.5167, 148495460.8000,   8982766.9803, 2
  5,      12000, 11.54364,  28268417.8000,   6186168.4743, 143099175.6000,   5640748.3537, 2
  5,      12000, 10.61247,  25124078.0000,  16454945.1309, 131978593.2000,  15016572.9835, 2
  5,      12000, 11.16283,  26258836.2000,  15273212.6981, 137432591.8000,  14562471.4054, 2
  6,      12000, 13.78630,  44499350.5000,  11585393.4376, 160121251.1667,   8967300.2598, 2
  6,      12000, 16.45715,  54282780.3333,  16146701.3323, 189383658.1667,  11583254.3723, 2
  6,      12000, 18.86849,  64857486.8333,  10208685.3695, 217403351.5000,   9618123.2767, 2
  6,      12000, 12.39742,  34307411.1667,   7242382.8980, 141907147.3333,  11172826.4103, 2
  6,      12000, 13.42240,  42892507.1667,  11170135.0212, 156262058.0000,  10510780.1783, 2
  7,      12000, 12.63237,  32178345.8571,   6821592.4072, 131802523.2857,  10064207.7302, 2
  7,      12000, 12.33294,  32849640.5714,   7923358.7697, 129876017.7143,  12280240.7801, 2
  7,      12000, 12.32649,  32873846.7143,   4166111.8259, 130188812.0000,   8876469.4343, 2
  7,      12000, 12.25215,  31422835.1429,   5796882.8478, 128862730.2857,  10478106.5755, 2
  7,      12000, 12.59162,  34196438.8571,  10590324.5992, 132725777.0000,  17562461.5018, 2
  8,      12000, 19.97313,  12906591.8750,   1184804.5889, 159358853.0000,   1541360.6037, 2
  8,      12000, 18.78452,  10182308.1250,   1659366.6661, 146747002.2500,   4246560.2652, 2
  8,      12000, 17.71491,   9190207.2500,   1311875.0090, 139109691.3750,   2923085.5225, 2
  8,      12000, 16.87916,  10247286.5000,   2188540.3995, 134390222.7500,   4715378.0218, 2
  8,      12000, 17.53018,   9643681.5000,   1896738.6971, 139049782.2500,   3144771.0410, 2
  9,      12000, 17.31325,  10378300.1111,   1029417.5820, 125504618.6667,   2348587.9206, 2
  9,      12000, 17.79682,   9619843.1111,    631369.8041, 126706136.7778,   5630450.4024, 2
  9,      12000, 16.86681,   9365428.8889,    814059.3897, 120193029.5556,   4870235.9875, 2
  9,      12000, 17.57879,   9368064.6667,    584599.6258, 124786675.2222,   4653417.7834, 2
  9,      12000, 18.96908,  10787856.0000,    763038.4669, 134533286.5556,   7072319.0935, 2
 10,      12000, 18.37760,   9768792.4000,    567067.2287, 118127922.3000,   3302138.1423, 2
 10,      12000, 16.36609,   8501646.2000,   1119878.3982, 106097261.0000,   4089319.5808, 2
 10,      12000, 16.85040,   8292785.4000,    555417.9008, 108293638.1000,   2961903.5149, 2
 10,      12000, 17.09568,   9031875.8000,    522058.3910, 110808755.7000,   3808350.6196, 2
 10,      12000, 17.58217,   9429957.4000,    382600.5289, 113826106.7000,   4379138.5806, 2
 11,      12000, 17.56921,   8142399.8182,    470867.3317, 102180524.0909,   1717563.1941, 2
 11,      12000, 16.87245,   7993637.2727,    494499.0514,  98855853.6364,   2503673.8843, 2
 11,      12000, 16.47120,   7976025.0000,    740661.1614,  97277217.5455,   3639072.4318, 2
 11,      12000, 17.55455,   8238069.9091,    545410.6888, 102315355.0000,   2216879.2454, 2
 11,      12000, 16.87626,   8235274.9091,    474296.9413,  99608958.6364,   4889413.6828, 2
 12,      12000, 19.40809,   9509623.7500,   1045705.8324, 105078552.5000,   3153824.6042, 2
 12,      12000, 18.78200,   8894132.1667,   1061504.3326, 101333678.3333,   2181661.2116, 2
 12,      12000, 21.04876,  10328618.4167,    946548.5037, 111223301.5833,   2946158.4566, 2
 12,      12000, 20.61762,  10507821.9167,   1119083.4075, 111131004.0833,   2050899.3550, 2
 12,      12000, 17.72172,   8509719.3333,    833845.1517,  96029421.0833,   3137400.2365, 2
 13,      12000, 17.73333,   7482338.3846,    487108.4602,  87601433.1538,   4320490.8380, 2
 13,      12000, 18.69414,   8686556.9231,   1006198.6585,  93211833.1538,   2958995.1285, 2
 13,      12000, 16.84759,   7382110.3077,    603657.4240,  84344675.5385,   4067635.2148, 2
 13,      12000, 17.67893,   7370307.1538,    521021.4682,  87288209.5385,   2382567.3356, 2
 13,      12000, 17.20798,   8186851.4615,    761492.9398,  87115877.6923,   2431842.4315, 2
 14,      12000, 16.43547,   7015336.1429,    347511.7432,  77246408.2143,   2496683.2426, 2
 14,      12000, 17.05413,   7401274.7143,    525294.7104,  79699754.8571,   2980880.7463, 2
 14,      12000, 17.70979,   8038167.7143,    578688.3547,  83392580.0000,   2947459.8699, 2
 14,      12000, 18.02504,   7475252.5000,    689797.8940,  82785005.2143,   2651946.5764, 2
 14,      12000, 16.83512,   7103080.0714,    599795.2728,  78609575.3571,   2110520.8674, 2
 15,      12000, 16.21585,   6574463.6667,    453076.9736,  71359135.8000,   1957653.5837, 2
 15,      12000, 16.92459,   7023322.6000,    559060.8584,  73848344.4000,   2086163.5401, 2
 15,      12000, 17.97245,   7752031.0667,    341763.4385,  78716901.8000,   1624488.3051, 2
 15,      12000, 17.25470,   7559865.6667,    577316.5554,  76144307.3333,   1864497.3982, 2
 15,      12000, 18.21170,   7646962.0000,    506441.0870,  79116730.7333,   2286722.7100, 2
 16,      12000, 17.31496,   7256434.3125,    749511.8867,  71600247.8125,   1014189.8012, 2
 16,      12000, 17.43607,   7296295.0000,    454010.7617,  72076902.3750,   1247681.0004, 2
 16,      12000, 19.22312,   7322261.3125,    408209.9294,  77314450.6875,   1062221.2205, 2
 16,      12000, 17.65491,   7161437.8750,    581967.9442,  72499520.3750,   1171909.4705, 2
 16,      12000, 17.46259,   7431460.0000,    410212.3230,  72450716.1250,   1129921.4142, 2
  1,      13000, 20.21118,         0.0000,         0.0000, 314874766.0000,         0.0000, 2
  1,      13000, 20.14329,         0.0000,         0.0000, 314591192.0000,         0.0000, 2
  1,      13000, 20.12682,         0.0000,         0.0000, 314546944.0000,         0.0000, 2
  1,      13000, 20.21780,         0.0000,         0.0000, 314762166.0000,         0.0000, 2
  1,      13000, 20.23075,         0.0000,         0.0000, 315091744.0000,         0.0000, 2
  2,      13000, 14.15727,  11394043.5000,   2843612.2429, 213533370.5000,   1829590.0060, 2
  2,      13000, 14.98088,  13195298.5000,   1473409.0066, 224178258.5000,   3755508.4616, 2
  2,      13000, 13.56188,   9683195.0000,    330548.3786, 204986101.5000,   5950150.1215, 2
  2,      13000, 11.28363,   3448164.5000,    100194.9096, 174445678.5000,   8037352.5629, 2
  2,      13000, 16.84508,  18311268.0000,    956033.8240, 248355107.0000,    424059.0077, 2
  3,      13000, 15.03940,  19208322.6667,   1212952.5041, 209362179.3333,   1028008.8064, 2
  3,      13000, 12.67714,  14638142.6667,   2083552.6237, 180159517.6667,   4999382.7908, 2
  3,      13000, 12.71599,  13786541.3333,   5009994.7405, 180160821.6667,   8313438.5326, 2
  3,      13000, 11.20629,  10954917.6667,   4743490.1655, 162145638.3333,   6788542.0397, 2
  3,      13000, 14.27653,  20394670.3333,  12651847.0669, 184039461.0000,  23346255.5010, 2
  4,      13000, 13.52691,  18030005.5000,    968233.4693, 177616252.7500,   1337009.7786, 2
  4,      13000, 13.77889,  34810762.0000,  25622319.5286, 174098918.2500,  26678470.9301, 2
  4,      13000, 13.14868,  17883342.0000,   2640064.5138, 174288664.2500,   3645444.0002, 2
  4,      13000, 12.23759,  32347109.7500,  29507809.2304, 157821377.0000,  25727022.2131, 2
  4,      13000, 13.57487,  33966660.7500,  25737494.3616, 171681303.7500,  26394491.6522, 2
  5,      13000, 14.05226,  33233346.2000,   9904390.5896, 165897615.2000,  11799273.6588, 2
  5,      13000, 13.91941,  31843710.4000,   6409195.6292, 169143221.4000,   5735361.0907, 2
  5,      13000, 14.43243,  34409262.8000,   9187953.5851, 175741810.4000,  10648986.2111, 2
  5,      13000, 12.95569,  30000485.0000,  15030207.7488, 159102684.6000,  12695674.8494, 2
  5,      13000, 12.47796,  28994363.0000,  12863224.3703, 154534495.2000,  10960647.8694, 2
  6,      13000, 13.77216,  41558056.5000,  12893430.7293, 160643204.1667,  10463901.2173, 2
  6,      13000, 14.00037,  39748601.3333,  12649815.1191, 161301768.0000,   8827341.5920, 2
  6,      13000, 13.46930,  40585912.5000,  13717871.6032, 157063581.5000,  11665120.4073, 2
  6,      13000, 14.40261,  41921204.5000,  11987167.6605, 165739475.3333,  14506462.2979, 2
  6,      13000, 14.00563,  42420907.5000,  15953773.1252, 162601936.1667,  14793074.3449, 2
  7,      13000, 14.39987,  34636469.5714,   6783773.5252, 148983583.4286,  11129727.5584, 2
  7,      13000, 14.68465,  40938046.2857,   9710832.7160, 155773534.8571,  13697163.8143, 2
  7,      13000, 14.99093,  37048386.0000,   8310340.7204, 155360635.2857,  10828142.9571, 2
  7,      13000, 14.33394,  39567336.1429,   9640777.1042, 152551158.8571,  12660355.9140, 2
  7,      13000, 14.37351,  39074994.0000,   5188626.4100, 152690808.8571,  11269124.9816, 2
  8,      13000, 19.99429,  12142788.5000,   1638016.5700, 161288165.0000,   2314778.3031, 2
  8,      13000, 18.64292,  11558784.5000,   1359895.6456, 150997081.6250,   3811831.5744, 2
  8,      13000, 20.31436,  12909666.8750,   1525930.5023, 164608904.2500,   3525492.5992, 2
  8,      13000, 22.64829,  14101764.8750,   1291861.4370, 179898026.0000,   3271599.6194, 2
  8,      13000, 20.93126,  13372771.6250,   1349056.5876, 169346807.6250,   1443000.5908, 2
  9,      13000, 20.54876,  12444859.3333,    761491.5135, 149069620.6667,   4186764.5910, 2
  9,      13000, 21.67676,  13107981.2222,    596238.7007, 156046411.5556,   7026529.6821, 2
  9,      13000, 20.36174,  11939674.2222,    626831.8425, 147484702.3333,   3435052.1790, 2
  9,      13000, 19.66342,  11045666.7778,    741691.3608, 141390058.4444,   4803567.2393, 2
  9,      13000, 18.62279,  10581010.5556,    814245.1736, 136009782.8889,   7394100.3965, 2
 10,      13000, 19.62338,  10408975.8000,    683795.0262, 128140877.0000,   2857656.8575, 2
 10,      13000, 19.47364,  10219812.2000,    846263.5735, 126410929.5000,   5407502.0647, 2
 10,      13000, 20.76071,  10919401.1000,    753359.8508, 133671811.8000,   3848176.6859, 2
 10,      13000, 20.15986,  10732706.2000,    860164.3019, 130290762.5000,   3860022.3806, 2
 10,      13000, 19.70330,  10398605.9000,    981999.1706, 127703557.0000,   7148676.6331, 2
 11,      13000, 20.15664,  10594948.7273,    677115.3658, 120116940.8182,   2417474.6089, 2
 11,      13000, 21.33421,  11158373.3636,    998370.9222, 126287727.5455,   3240495.7092, 2
 11,      13000, 21.70172,  10693454.2727,    994118.5143, 126295562.6364,   3562179.5813, 2
 11,      13000, 19.36983,   9903243.0909,    679450.6048, 115472689.0909,   4117068.2388, 2
 11,      13000, 20.10371,  10599859.7273,    765088.9164, 120236290.8182,   5290758.4244, 2
 12,      13000, 21.48179,  10578427.0000,    903644.9392, 116961991.9167,   2406700.3946, 2
 12,      13000, 19.28435,   9449236.5833,   1176004.9240, 106197213.3333,   3346088.7008, 2
 12,      13000, 18.44371,   8311108.3333,    454103.8518, 101254604.2500,   2019777.9545, 2
 12,      13000, 19.68370,   9370372.2500,    874677.3120, 107101265.2500,   2542357.4111, 2
 12,      13000, 19.05746,   9304385.3333,    477997.0816, 104923959.4167,   4159412.5740, 2
 13,      13000, 22.66139,  10930090.4615,    583369.7869, 114170074.1538,   2592971.0691, 2
 13,      13000, 21.76933,  10548439.8462,    733911.4104, 109703835.8462,   4150306.8758, 2
 13,      13000, 20.41172,   9203998.8462,    714983.5832, 102618538.3846,   5692247.8585, 2
 13,      13000, 20.63699,   9366934.1538,    487631.8287, 103802697.4615,   3566726.5649, 2
 13,      13000, 21.76322,  10150940.6923,    988564.3435, 108774747.0000,   4158194.9660, 2
 14,      13000, 20.07035,   9087166.1429,    554534.7902,  94798113.0000,   2417471.1606, 2
 14,      13000, 18.86465,   8504170.7857,    620442.5201,  89633425.0714,   2542892.7509, 2
 14,      13000, 18.97097,   8254180.6429,    510849.8050,  90014841.0714,   3105303.5720, 2
 14,      13000, 19.85394,   8499895.4286,    455558.2097,  93238993.5714,   2974491.1075, 2
 14,      13000, 19.90943,   8580320.2143,    488146.4271,  93176010.5000,   3295630.5320, 2
 15,      13000, 20.75488,   8994298.6667,    651139.5291,  91354344.9333,   2359731.6413, 2
 15,      13000, 20.88883,   8837700.0000,    687231.1625,  91024586.2667,   2784184.7273, 2
 15,      13000, 20.86617,   8719148.9333,    582067.7895,  90944666.6667,   2038086.6434, 2
 15,      13000, 20.31556,   8446954.5333,    458163.9087,  88867653.7333,   2428757.8393, 2
 15,      13000, 20.52325,   8434500.8000,    397644.3908,  89479407.6667,   2089539.7281, 2
 16,      13000, 20.60316,   8822571.8125,    548701.1493,  85595285.8750,   1286766.5089, 2
 16,      13000, 20.59088,   8666396.1250,    494223.0881,  85396488.8125,   1188508.0580, 2
 16,      13000, 19.98443,   8522875.1875,    546005.0937,  83243201.6250,   1635704.7183, 2
 16,      13000, 19.51683,   7898462.2500,    432095.6628,  80643590.4375,   1184415.8969, 2
 16,      13000, 20.40378,   8539149.1250,    627026.7746,  84404861.9375,   1274966.0351, 2
  1,      14000, 23.27469,         0.0000,         0.0000, 363349743.0000,         0.0000, 2
  1,      14000, 23.28998,         0.0000,         0.0000, 363378840.0000,         0.0000, 2
  1,      14000, 23.31577,         0.0000,         0.0000, 363458316.0000,         0.0000, 2
  1,      14000, 23.20530,         0.0000,         0.0000, 363335222.0000,         0.0000, 2
  1,      14000, 23.26456,         0.0000,         0.0000, 363343167.0000,         0.0000, 2
  2,      14000, 24.49120,  34780692.5000,   5971774.8611, 355482747.0000,    184404.9633, 2
  2,      14000, 24.40862,  34980122.5000,   5999339.2976, 354749431.5000,    210031.2201, 2
  2,      14000, 24.52699,  34604954.5000,   5563276.4452, 355503513.5000,    164984.2755, 2
  2,      14000, 24.57583,  34331036.0000,   5734805.7011, 356078525.5000,    151928.2559, 2
  2,      14000, 32.20567,  18035470.0000,   2419405.4498, 355166584.0000,    319641.9636, 2
  3,      14000, 15.40380,  17787178.6667,   1185694.0337, 217046785.0000,   5178940.3553, 2
  3,      14000, 16.72650,  36854547.0000,  29936362.2412, 206735462.3333,  42391089.2091, 2
  3,      14000, 16.19230,  22504183.3333,  18901732.0496, 196264010.6667,  52297409.7586, 2
  3,      14000, 16.37426,  29115024.3333,  24218524.4129, 200520480.0000,  48015204.8648, 2
  3,      14000, 17.16455,  39100390.6667,  32120130.4239, 213124362.6667,  41566682.2011, 2
  4,      14000, 16.41111,  45127516.2500,  37028265.2129, 209510070.5000,  31101049.6135, 2
  4,      14000, 17.39758,  23857764.0000,   5661052.9623, 223022666.0000,   4779631.3294, 2
  4,      14000, 17.36176,  26245025.2500,   3343067.1604, 223995484.2500,   5480761.0387, 2
  4,      14000, 16.29568,  22900577.2500,   1623688.5891, 212189610.2500,   3951907.1040, 2
  4,      14000, 15.41100,  22715909.5000,   6335274.3631, 200716373.7500,   7133267.4556, 2
  5,      14000, 15.28763,  35629713.2000,   2470744.0170, 187858218.0000,   3835072.2220, 2
  5,      14000, 15.00361,  35392179.0000,  19738144.1559, 184652644.8000,  18016865.7562, 2
  5,      14000, 14.35527,  32945336.6000,  14419425.8386, 177711898.4000,  13588247.0146, 2
  5,      14000, 14.90684,  36302160.4000,  19383304.5149, 185747486.0000,  15967211.2080, 2
  5,      14000, 18.01240,  41414657.6000,   7147884.0609, 213899994.4000,   8395569.0746, 2
  6,      14000, 16.67603,  45075345.1667,  11116753.3116, 190014061.8333,  10171730.2028, 2
  6,      14000, 15.50804,  48908597.5000,  17109138.0360, 182695480.8333,  12188387.6083, 2
  6,      14000, 15.46265,  43437801.3333,   7093489.2860, 178555226.6667,   8238415.2048, 2
  6,      14000, 15.84874,  44981067.3333,  12981767.9277, 183092180.6667,  11107870.9603, 2
  6,      14000, 15.79047,  49098462.6667,  11120037.0056, 186176981.0000,   7992447.2516, 2
  7,      14000, 18.74607,  55946938.5714,   8918844.6323, 200324152.5714,   7033448.9060, 2
  7,      14000, 18.34433,  55155975.7143,  13468020.0607, 196207073.2857,   9523455.7804, 2
