Num_threads, sequence_length, time_after_state_init, full_run_time
2, 35000, 26.165220, 26.656626 
4, 35000, 20.176428, 20.655699 
8, 35000, 12.484236, 12.972594 
16, 35000, 28.949179, 29.450104 
1, 40000, 65.055038, 65.704208 
2, 40000, 36.635277, 37.270355 
4, 40000, 25.776466, 26.414190 
8, 40000, 16.846210, 17.488192 
16, 40000, 38.214420, 38.863846 
1, 45000, 77.814194, 78.591187 
2, 45000, 44.945988, 45.723438 
4, 45000, 30.724878, 31.498161 
8, 45000, 22.326395, 23.116758 
16, 45000, 49.361584, 50.147308 
1, 50000, 103.941460, 104.876083 
2, 50000, 53.679375, 54.645535 
4, 50000, 41.448448, 42.407661 
8, 50000, 29.335899, 30.289143 
16, 50000, 63.189137, 64.164742 
1, 55000, 125.006836, 126.157524 
2, 55000, 74.010506, 75.164215 
4, 55000, 51.116028, 52.250900 
8, 55000, 38.577225, 39.716869 
16, 55000, 83.881607, 85.035873 
1, 60000, 157.147980, 158.526169 
2, 60000, 100.448212, 101.813560 
4, 60000, 61.250790, 62.614338 
8, 60000, 50.388828, 51.759102 
16, 60000, 110.581429, 111.932297 
1, 65000, 238.305161, 239.860001 
2, 65000, 144.879471, 146.478775 
4, 65000, 92.533630, 94.127556 
8, 65000, 76.667900, 78.274132 
16, 65000, 137.809189, 139.418213 
1, 70000, 251.323929, 253.173462 
2, 70000, 173.344681, 175.153442 
4, 70000, 104.685417, 106.542847 
8, 70000, 90.224518, 92.074799 
16, 70000, 152.037674, 153.800476 
1, 75000, 299.733795, 301.852753 
2, 75000, 212.025833, 214.148422 
4, 75000, 162.117401, 164.244461 
8, 75000, 133.299393, 135.179276 
16, 75000, 185.222214, 187.077591 
1, 80000, 378.699097, 381.042328 
2, 80000, 272.353607, 274.706543 
4, 80000, 156.105759, 158.526535 
8, 80000, 146.509720, 148.524734 
16, 80000, 228.158905, 230.127579 
1, 85000, 433.350250, 435.978394 
2, 85000, 355.094574, 357.808563 
4, 85000, 206.011414, 208.152771 
8, 85000, 187.885605, 190.024109 
16, 85000, 264.938629, 267.084656 
1, 90000, 525.864502, 528.841064 
2, 90000, 404.542816, 407.486908 
4, 90000, 246.823135, 249.789368 
8, 90000, 216.755005, 219.783585 
16, 90000, 324.086700, 327.049500 
1, 95000, 607.136047, 611.454590 
2, 95000, 494.122742, 498.095490 
4, 95000, 281.683685, 285.882446 
8, 95000, 247.879349, 252.209564 
16, 95000, 373.932556, 377.305237 
1, 100000, 696.620300, 701.248047 
2, 100000, 567.411316, 574.611572 
4, 100000, 347.811859, 353.271088 
8, 100000, 300.914154, 304.106598 
16, 100000, 402.522888, 405.805969 
